ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
IBM.L,SD,2016-12-18,2016-12-18,ICP9774,Credit,2000,Outright
APPL.OQ,TD,2016-07-15,2016-07-18,ICP5140,Credit,2000,Outright
AMZN.L,TD,2017-11-01,2017-11-04,ICP1871,Credit,1700,Outright
DIS.L,TD,2017-06-10,2017-06-13,ICP2671,Credit,1200,Outright
DIS.N,TD,2016-01-19,2016-01-22,ICP7199,Debit,1300,Outright
FB.N,SD,2016-12-16,2016-12-16,ICP9279,Debit,900,Outright
AMZN.N,TD,2016-12-21,2016-12-24,ICP3435,Debit,1400,Outright
GOOGL.N,SD,2016-04-26,2016-04-26,ICP6660,Debit,1100,Outright
APPL.OQ,SD,2016-01-15,2016-01-15,ICP9032,Credit,300,Outright
AMZN.OQ,TD,2017-06-09,2017-06-12,ICP1775,Debit,1100,Outright
DIS.N,TD,2016-01-09,2016-01-12,ICP9495,Credit,400,Outright
APPL.N,TD,2017-03-24,2017-03-27,ICP1668,Debit,1800,Outright
FB.L,TD,2016-11-16,2016-11-19,ICP1092,Debit,400,Outright
IBM.L,TD,2017-08-02,2017-08-05,ICP0079,Credit,1600,Outright
IBM.OQ,SD,2016-06-22,2016-06-22,ICP9400,Debit,400,Outright
AMZN.N,TD,2016-06-24,2016-06-27,ICP7679,Credit,600,Outright
TSLA.N,TD,2017-08-11,2017-08-14,ICP0344,Credit,200,Outright
TSLA.L,SD,2016-08-05,2016-08-05,ICP3535,Debit,200,Outright
F.OQ,TD,2016-03-11,2016-03-14,ICP1695,Credit,1400,Outright
GOOGL.N,SD,2016-11-24,2016-11-24,ICP0316,Credit,2000,Outright
APPL.OQ,TD,2017-08-16,2017-08-19,ICP3837,Credit,2000,Outright
DIS.OQ,SD,2016-11-13,2016-11-13,ICP9646,Credit,300,Outright
GOOGL.N,SD,2017-11-16,2017-11-16,ICP8830,Debit,1500,Outright
DIS.OQ,TD,2016-06-13,2016-06-16,ICP1008,Credit,800,Outright
FB.L,SD,2016-05-13,2016-05-13,ICP6742,Credit,500,Outright
FB.N,SD,2016-05-08,2016-05-08,ICP8603,Credit,900,Outright
AMZN.L,TD,2017-09-16,2017-09-19,ICP0339,Debit,1700,Outright
DIS.L,TD,2017-03-06,2017-03-09,ICP8759,Debit,1700,Outright
F.N,TD,2017-07-06,2017-07-09,ICP0782,Credit,900,Outright
AMZN.OQ,SD,2016-07-06,2016-07-06,ICP5368,Credit,1600,Outright
GOOGL.L,TD,2016-02-07,2016-02-10,ICP6660,Credit,1700,Outright
APPL.N,TD,2017-12-23,2017-12-26,ICP2893,Debit,1400,Outright
FB.L,SD,2016-03-16,2016-03-16,ICP7079,Credit,1600,Outright
GOOGL.OQ,TD,2016-10-19,2016-10-22,ICP3314,Credit,400,Outright
GOOGL.L,TD,2017-05-04,2017-05-07,ICP6411,Credit,100,Outright
TSLA.L,TD,2017-05-19,2017-05-22,ICP9367,Debit,100,Outright
GOOGL.OQ,SD,2017-06-03,2017-06-03,ICP7762,Credit,1900,Outright
APPL.OQ,TD,2017-01-21,2017-01-24,ICP7301,Debit,1200,Outright
AMZN.L,TD,2017-06-07,2017-06-10,ICP5262,Debit,600,Outright
TSLA.L,SD,2017-01-02,2017-01-02,ICP3589,Credit,100,Outright
IBM.L,SD,2016-01-12,2016-01-12,ICP5130,Debit,1500,Outright
F.L,SD,2016-12-10,2016-12-10,ICP3765,Debit,1800,Outright
DIS.N,TD,2017-01-18,2017-01-21,ICP6140,Credit,1800,Outright
AMZN.OQ,TD,2017-10-26,2017-10-29,ICP8393,Debit,1000,Outright
AMZN.OQ,SD,2016-03-17,2016-03-17,ICP7869,Debit,1200,Outright
DIS.OQ,TD,2017-10-18,2017-10-21,ICP0349,Credit,100,Outright
FB.L,TD,2016-06-24,2016-06-27,ICP9692,Debit,1100,Outright
GOOGL.OQ,SD,2017-03-14,2017-03-14,ICP0529,Credit,1100,Outright
F.L,TD,2017-12-20,2017-12-23,ICP2539,Debit,700,Outright
FB.N,TD,2017-09-23,2017-09-26,ICP0518,Credit,1700,Outright
APPL.L,SD,2016-02-08,2016-02-08,ICP8586,Credit,1800,Outright
TSLA.N,SD,2016-02-15,2016-02-15,ICP8101,Debit,1700,Outright
AMZN.OQ,TD,2017-05-14,2017-05-17,ICP1944,Debit,1600,Outright
APPL.OQ,SD,2016-01-10,2016-01-10,ICP8719,Credit,700,Outright
DIS.N,TD,2016-11-07,2016-11-10,ICP2793,Debit,400,Outright
GOOGL.OQ,SD,2017-04-20,2017-04-20,ICP4771,Debit,300,Outright
IBM.L,SD,2016-02-04,2016-02-04,ICP3680,Credit,1300,Outright
TSLA.OQ,TD,2017-01-13,2017-01-16,ICP1541,Credit,1300,Outright
TSLA.L,SD,2017-02-07,2017-02-07,ICP5772,Credit,1100,Outright
GOOGL.L,SD,2017-05-23,2017-05-23,ICP4624,Credit,900,Outright
IBM.N,TD,2016-04-23,2016-04-26,ICP8431,Debit,800,Outright
F.L,TD,2016-12-07,2016-12-10,ICP2694,Debit,200,Outright
TSLA.OQ,TD,2016-05-02,2016-05-05,ICP9330,Credit,600,Outright
IBM.OQ,SD,2016-03-27,2016-03-27,ICP7640,Credit,600,Outright
GOOGL.L,TD,2016-10-07,2016-10-10,ICP7711,Debit,900,Outright
IBM.OQ,SD,2017-05-20,2017-05-20,ICP1773,Credit,100,Outright
TSLA.N,TD,2017-05-11,2017-05-14,ICP3274,Credit,500,Outright
AMZN.OQ,SD,2016-08-19,2016-08-19,ICP6152,Debit,1800,Outright
AMZN.L,TD,2016-10-20,2016-10-23,ICP8903,Debit,1900,Outright
APPL.L,SD,2016-03-04,2016-03-04,ICP4687,Credit,900,Outright
GOOGL.L,TD,2016-02-02,2016-02-05,ICP2524,Credit,1000,Outright
APPL.L,SD,2016-03-05,2016-03-05,ICP9915,Credit,600,Outright
APPL.L,SD,2017-08-16,2017-08-16,ICP0455,Debit,1700,Outright
AMZN.OQ,TD,2016-08-23,2016-08-26,ICP4770,Debit,1800,Outright
DIS.N,TD,2017-08-14,2017-08-17,ICP9984,Debit,1400,Outright
TSLA.N,TD,2017-01-17,2017-01-20,ICP9451,Debit,100,Outright
IBM.OQ,TD,2017-09-21,2017-09-24,ICP7396,Debit,1300,Outright
DIS.L,TD,2016-05-10,2016-05-13,ICP7471,Debit,700,Outright
FB.OQ,SD,2017-11-18,2017-11-18,ICP5280,Debit,1900,Outright
DIS.L,TD,2017-11-03,2017-11-06,ICP7923,Credit,600,Outright
TSLA.L,SD,2016-11-06,2016-11-06,ICP5989,Debit,500,Outright
APPL.N,SD,2016-01-28,2016-01-28,ICP4190,Credit,1900,Outright
AMZN.N,TD,2016-02-10,2016-02-13,ICP8127,Credit,800,Outright
AMZN.OQ,SD,2017-07-27,2017-07-27,ICP8716,Debit,500,Outright
DIS.N,TD,2016-07-26,2016-07-29,ICP6150,Debit,1600,Outright
AMZN.N,TD,2017-04-14,2017-04-17,ICP9766,Credit,400,Outright
F.L,TD,2017-05-12,2017-05-15,ICP0407,Debit,1100,Outright
APPL.OQ,SD,2016-03-25,2016-03-25,ICP8774,Debit,500,Outright
AMZN.N,SD,2017-09-11,2017-09-11,ICP3253,Debit,1700,Outright
GOOGL.L,TD,2017-12-12,2017-12-15,ICP3681,Debit,1800,Outright
F.L,TD,2017-01-13,2017-01-16,ICP1173,Debit,1200,Outright
TSLA.L,SD,2016-05-17,2016-05-17,ICP8087,Credit,1900,Outright
IBM.L,TD,2016-09-17,2016-09-20,ICP6498,Debit,1700,Outright
AMZN.OQ,TD,2016-08-04,2016-08-07,ICP2771,Credit,1300,Outright
DIS.L,TD,2017-03-25,2017-03-28,ICP2474,Credit,1700,Outright
F.OQ,SD,2016-05-10,2016-05-10,ICP4897,Debit,500,Outright
IBM.OQ,SD,2016-05-02,2016-05-02,ICP1392,Credit,400,Outright
F.N,TD,2017-09-24,2017-09-27,ICP3426,Debit,100,Outright
APPL.OQ,TD,2016-04-06,2016-04-09,ICP6500,Debit,1800,Outright
F.OQ,SD,2017-12-09,2017-12-09,ICP7232,Debit,200,Outright
DIS.OQ,TD,2016-05-25,2016-05-28,ICP3610,Credit,300,Outright
AMZN.OQ,SD,2016-03-14,2016-03-14,ICP6959,Credit,1400,Outright
F.L,TD,2017-06-06,2017-06-09,ICP6314,Debit,400,Outright
FB.OQ,TD,2016-07-20,2016-07-23,ICP2838,Credit,1600,Outright
GOOGL.N,TD,2017-12-19,2017-12-22,ICP3698,Debit,800,Outright
GOOGL.L,TD,2016-09-01,2016-09-04,ICP9231,Credit,500,Outright
DIS.L,TD,2017-09-13,2017-09-16,ICP8142,Credit,200,Outright
DIS.L,SD,2017-07-20,2017-07-20,ICP2475,Credit,1700,Outright
TSLA.OQ,SD,2017-06-09,2017-06-09,ICP8446,Credit,1000,Outright
GOOGL.L,SD,2017-03-01,2017-03-01,ICP7946,Debit,1800,Outright
DIS.OQ,SD,2016-04-09,2016-04-09,ICP3639,Credit,1200,Outright
FB.L,TD,2016-02-11,2016-02-14,ICP2058,Credit,800,Outright
AMZN.L,SD,2016-06-26,2016-06-26,ICP5893,Credit,1500,Outright
IBM.OQ,TD,2016-06-08,2016-06-11,ICP2140,Credit,200,Outright
FB.OQ,TD,2016-01-24,2016-01-27,ICP5643,Debit,1600,Outright
TSLA.L,SD,2017-09-07,2017-09-07,ICP7845,Credit,1900,Outright
TSLA.N,SD,2017-02-24,2017-02-24,ICP1686,Debit,1500,Outright
AMZN.L,TD,2016-03-24,2016-03-27,ICP7357,Credit,1600,Outright
AMZN.N,TD,2017-10-08,2017-10-11,ICP1859,Debit,1100,Outright
APPL.OQ,SD,2016-10-08,2016-10-08,ICP3805,Debit,1300,Outright
AMZN.OQ,TD,2017-07-27,2017-07-30,ICP0569,Debit,1200,Outright
DIS.N,SD,2016-06-20,2016-06-20,ICP4860,Credit,200,Outright
DIS.N,SD,2016-09-21,2016-09-21,ICP5184,Credit,1600,Outright
FB.L,SD,2016-01-19,2016-01-19,ICP2135,Credit,1600,Outright
F.OQ,SD,2017-02-17,2017-02-17,ICP1315,Credit,1300,Outright
AMZN.OQ,SD,2016-12-23,2016-12-23,ICP1265,Credit,1400,Outright
GOOGL.L,SD,2017-10-28,2017-10-28,ICP1918,Debit,1800,Outright
APPL.OQ,TD,2016-11-01,2016-11-04,ICP0073,Debit,700,Outright
DIS.N,TD,2016-03-21,2016-03-24,ICP6368,Credit,1200,Outright
TSLA.L,TD,2017-07-05,2017-07-08,ICP8117,Debit,1000,Outright
F.N,TD,2016-05-08,2016-05-11,ICP9412,Credit,700,Outright
IBM.OQ,SD,2017-02-21,2017-02-21,ICP0230,Credit,1600,Outright
DIS.L,TD,2016-09-06,2016-09-09,ICP4768,Debit,1700,Outright
IBM.N,SD,2016-11-12,2016-11-12,ICP8402,Debit,1000,Outright
F.N,TD,2016-05-25,2016-05-28,ICP4565,Credit,1400,Outright
TSLA.L,TD,2017-02-23,2017-02-26,ICP6855,Credit,1600,Outright
IBM.L,TD,2016-09-16,2016-09-19,ICP8880,Credit,1900,Outright
IBM.L,SD,2017-06-19,2017-06-19,ICP3254,Debit,1000,Outright
APPL.N,SD,2017-06-26,2017-06-26,ICP8291,Debit,1000,Outright
GOOGL.OQ,SD,2016-01-13,2016-01-13,ICP5410,Debit,1000,Outright
F.L,TD,2017-07-06,2017-07-09,ICP2081,Credit,700,Outright
TSLA.L,TD,2016-12-01,2016-12-04,ICP4311,Credit,800,Outright
F.OQ,TD,2017-11-18,2017-11-21,ICP3099,Debit,300,Outright
FB.L,TD,2017-08-02,2017-08-05,ICP2786,Debit,2000,Outright
DIS.N,TD,2016-02-08,2016-02-11,ICP5843,Debit,500,Outright
GOOGL.N,TD,2016-06-25,2016-06-28,ICP1897,Debit,1000,Outright
IBM.N,SD,2017-04-02,2017-04-02,ICP6691,Debit,400,Outright
AMZN.L,TD,2017-12-08,2017-12-11,ICP0461,Credit,1500,Outright
APPL.OQ,SD,2017-08-03,2017-08-03,ICP9714,Credit,1000,Outright
DIS.OQ,TD,2017-12-27,2017-12-30,ICP0349,Credit,700,Outright
TSLA.L,TD,2016-05-21,2016-05-24,ICP7203,Credit,700,Outright
DIS.N,SD,2017-02-13,2017-02-13,ICP0159,Debit,300,Outright
TSLA.OQ,TD,2017-08-27,2017-08-30,ICP5456,Credit,400,Outright
TSLA.N,SD,2017-01-18,2017-01-18,ICP8648,Debit,1300,Outright
TSLA.L,SD,2016-12-06,2016-12-06,ICP1360,Debit,1200,Outright
TSLA.OQ,SD,2016-06-24,2016-06-24,ICP0756,Debit,1400,Outright
APPL.N,SD,2016-07-04,2016-07-04,ICP2360,Credit,300,Outright
APPL.L,SD,2017-06-13,2017-06-13,ICP6781,Debit,1900,Outright
F.OQ,SD,2017-01-19,2017-01-19,ICP3960,Debit,1400,Outright
AMZN.N,SD,2017-04-08,2017-04-08,ICP7259,Credit,1400,Outright
F.OQ,TD,2016-10-25,2016-10-28,ICP1428,Debit,1700,Outright
IBM.L,SD,2016-05-27,2016-05-27,ICP3126,Debit,1900,Outright
TSLA.OQ,TD,2016-09-03,2016-09-06,ICP8425,Debit,300,Outright
APPL.L,SD,2016-03-25,2016-03-25,ICP8682,Credit,700,Outright
APPL.N,SD,2017-03-28,2017-03-28,ICP7422,Debit,1300,Outright
TSLA.L,SD,2016-05-19,2016-05-19,ICP2129,Credit,1500,Outright
DIS.L,TD,2016-01-12,2016-01-15,ICP1971,Credit,1200,Outright
F.L,TD,2016-01-14,2016-01-17,ICP2474,Credit,1700,Outright
APPL.N,TD,2017-02-04,2017-02-07,ICP0097,Credit,200,Outright
APPL.OQ,TD,2016-04-26,2016-04-29,ICP7736,Credit,1300,Outright
FB.N,SD,2016-06-22,2016-06-22,ICP7545,Credit,1700,Outright
DIS.L,SD,2016-06-01,2016-06-01,ICP0805,Credit,1200,Outright
F.N,SD,2016-08-05,2016-08-05,ICP4222,Credit,1000,Outright
IBM.OQ,TD,2017-09-14,2017-09-17,ICP6293,Debit,1300,Outright
AMZN.L,TD,2017-02-01,2017-02-04,ICP5600,Credit,100,Outright
F.OQ,SD,2016-09-16,2016-09-16,ICP9026,Credit,1600,Outright
FB.OQ,SD,2016-10-28,2016-10-28,ICP4855,Debit,1600,Outright
TSLA.OQ,SD,2016-12-07,2016-12-07,ICP1499,Credit,1800,Outright
APPL.N,TD,2017-08-27,2017-08-30,ICP9144,Debit,1200,Outright
DIS.OQ,TD,2016-06-14,2016-06-17,ICP0007,Debit,2000,Outright
DIS.N,SD,2017-09-18,2017-09-18,ICP7926,Credit,1400,Outright
TSLA.L,SD,2017-06-18,2017-06-18,ICP7871,Credit,600,Outright
GOOGL.L,TD,2017-05-24,2017-05-27,ICP4020,Credit,100,Outright
AMZN.N,TD,2017-12-08,2017-12-11,ICP8767,Credit,600,Outright
TSLA.N,SD,2016-06-27,2016-06-27,ICP1291,Debit,300,Outright
IBM.L,SD,2016-10-06,2016-10-06,ICP1399,Credit,1500,Outright
DIS.N,SD,2016-03-12,2016-03-12,ICP7618,Debit,400,Outright
TSLA.N,SD,2016-10-27,2016-10-27,ICP4836,Debit,1200,Outright
GOOGL.N,SD,2017-09-01,2017-09-01,ICP9800,Debit,600,Outright
AMZN.OQ,SD,2016-08-02,2016-08-02,ICP8620,Credit,1300,Outright
GOOGL.L,TD,2016-07-06,2016-07-09,ICP0619,Debit,200,Outright
F.OQ,TD,2017-09-24,2017-09-27,ICP1834,Credit,1000,Outright
IBM.L,SD,2017-04-08,2017-04-08,ICP5830,Debit,2000,Outright
GOOGL.OQ,SD,2016-01-05,2016-01-05,ICP4336,Debit,1400,Outright
F.N,TD,2017-12-11,2017-12-14,ICP1944,Credit,1800,Outright
TSLA.N,SD,2017-03-01,2017-03-01,ICP2201,Debit,1200,Outright
APPL.OQ,TD,2017-01-18,2017-01-21,ICP2520,Debit,100,Outright
DIS.N,SD,2016-10-17,2016-10-17,ICP1360,Debit,300,Outright
TSLA.OQ,TD,2017-09-09,2017-09-12,ICP2601,Debit,600,Outright
APPL.L,SD,2017-12-18,2017-12-18,ICP5761,Debit,400,Outright
IBM.OQ,TD,2017-05-11,2017-05-14,ICP1308,Debit,1200,Outright
TSLA.N,TD,2017-11-24,2017-11-27,ICP5126,Debit,700,Outright
AMZN.N,SD,2017-09-11,2017-09-11,ICP4230,Credit,1200,Outright
FB.OQ,SD,2017-03-22,2017-03-22,ICP9027,Credit,200,Outright
APPL.N,SD,2017-03-14,2017-03-14,ICP5461,Credit,1500,Outright
IBM.L,TD,2016-03-14,2016-03-17,ICP7119,Debit,1600,Outright
TSLA.L,SD,2016-06-20,2016-06-20,ICP7835,Debit,1900,Outright
F.OQ,SD,2016-09-02,2016-09-02,ICP5216,Debit,900,Outright
AMZN.L,TD,2016-02-19,2016-02-22,ICP2755,Debit,1500,Outright
TSLA.N,TD,2017-09-24,2017-09-27,ICP8116,Debit,1500,Outright
APPL.N,TD,2017-10-07,2017-10-10,ICP5588,Debit,300,Outright
TSLA.L,SD,2017-02-05,2017-02-05,ICP5122,Debit,1600,Outright
AMZN.N,TD,2016-11-22,2016-11-25,ICP4537,Credit,1600,Outright
F.N,SD,2017-05-21,2017-05-21,ICP2200,Debit,600,Outright
TSLA.N,TD,2017-03-04,2017-03-07,ICP0126,Credit,1000,Outright
F.L,SD,2017-05-14,2017-05-14,ICP3543,Credit,1000,Outright
F.OQ,SD,2017-10-05,2017-10-05,ICP5125,Credit,1000,Outright
APPL.L,TD,2016-03-21,2016-03-24,ICP2701,Debit,800,Outright
FB.L,TD,2016-01-03,2016-01-06,ICP6403,Credit,1300,Outright
GOOGL.OQ,TD,2017-04-27,2017-04-30,ICP8851,Debit,900,Outright
F.L,SD,2016-07-16,2016-07-16,ICP1177,Credit,1900,Outright
FB.OQ,SD,2017-06-25,2017-06-25,ICP8400,Credit,1000,Outright
F.N,TD,2017-03-23,2017-03-26,ICP2234,Debit,900,Outright
TSLA.OQ,TD,2017-04-01,2017-04-04,ICP3808,Credit,1900,Outright
DIS.N,TD,2016-09-14,2016-09-17,ICP1601,Credit,1800,Outright
TSLA.N,SD,2017-11-04,2017-11-04,ICP0333,Debit,100,Outright
IBM.N,SD,2016-12-15,2016-12-15,ICP0659,Debit,900,Outright
GOOGL.N,SD,2017-05-15,2017-05-15,ICP4706,Credit,1800,Outright
IBM.L,TD,2016-11-24,2016-11-27,ICP0788,Debit,1600,Outright
AMZN.L,TD,2017-11-06,2017-11-09,ICP3510,Debit,500,Outright
IBM.N,TD,2017-11-17,2017-11-20,ICP0535,Credit,1600,Outright
IBM.L,TD,2016-08-16,2016-08-19,ICP1357,Debit,1700,Outright
GOOGL.OQ,SD,2017-05-16,2017-05-16,ICP5647,Credit,700,Outright
DIS.N,SD,2017-02-13,2017-02-13,ICP2866,Debit,1000,Outright
APPL.L,SD,2016-06-09,2016-06-09,ICP0841,Credit,800,Outright
F.L,SD,2016-10-15,2016-10-15,ICP6667,Debit,800,Outright
APPL.L,TD,2017-03-06,2017-03-09,ICP5930,Credit,700,Outright
AMZN.L,SD,2017-06-17,2017-06-17,ICP7509,Credit,300,Outright
TSLA.N,SD,2017-06-07,2017-06-07,ICP9223,Debit,1200,Outright
IBM.L,TD,2016-09-02,2016-09-05,ICP6753,Credit,100,Outright
IBM.N,TD,2017-10-13,2017-10-16,ICP4604,Debit,300,Outright
APPL.N,SD,2017-01-26,2017-01-26,ICP8129,Debit,1200,Outright
FB.L,SD,2017-11-17,2017-11-17,ICP9243,Debit,1300,Outright
TSLA.OQ,SD,2017-10-23,2017-10-23,ICP6131,Credit,1400,Outright
AMZN.N,TD,2016-10-03,2016-10-06,ICP0731,Debit,1000,Outright
AMZN.L,TD,2016-09-14,2016-09-17,ICP5383,Credit,1700,Outright
F.OQ,TD,2016-06-26,2016-06-29,ICP3587,Credit,600,Outright
TSLA.L,SD,2017-04-23,2017-04-23,ICP0711,Debit,1900,Outright
F.N,SD,2017-04-18,2017-04-18,ICP8036,Credit,1500,Outright
F.OQ,TD,2016-09-25,2016-09-28,ICP1917,Debit,100,Outright
TSLA.OQ,SD,2017-11-19,2017-11-19,ICP8084,Credit,400,Outright
DIS.OQ,SD,2017-11-07,2017-11-07,ICP9282,Debit,1300,Outright
TSLA.L,SD,2017-02-22,2017-02-22,ICP6678,Debit,1500,Outright
APPL.N,SD,2017-02-09,2017-02-09,ICP3508,Debit,1200,Outright
APPL.L,SD,2017-09-18,2017-09-18,ICP8214,Credit,800,Outright
APPL.L,TD,2017-09-03,2017-09-06,ICP0760,Credit,1300,Outright
IBM.N,SD,2017-10-18,2017-10-18,ICP0925,Credit,500,Outright
IBM.OQ,TD,2017-10-21,2017-10-24,ICP4938,Debit,2000,Outright
FB.L,TD,2017-06-22,2017-06-25,ICP6157,Credit,1900,Outright
F.OQ,TD,2016-09-27,2016-09-30,ICP3347,Debit,200,Outright
FB.N,TD,2016-04-10,2016-04-13,ICP5504,Credit,900,Outright
IBM.N,SD,2016-05-24,2016-05-24,ICP3214,Debit,1200,Outright
APPL.N,TD,2017-08-10,2017-08-13,ICP2724,Debit,1100,Outright
TSLA.L,TD,2017-12-14,2017-12-17,ICP2521,Credit,700,Outright
F.OQ,TD,2016-06-07,2016-06-10,ICP2981,Credit,1000,Outright
TSLA.L,SD,2017-01-13,2017-01-13,ICP3871,Credit,2000,Outright
AMZN.OQ,SD,2016-02-28,2016-02-28,ICP4944,Debit,1300,Outright
DIS.L,SD,2017-11-26,2017-11-26,ICP4443,Debit,600,Outright
GOOGL.L,TD,2016-04-18,2016-04-21,ICP4911,Debit,1300,Outright
F.N,TD,2016-02-24,2016-02-27,ICP2189,Credit,900,Outright
IBM.OQ,SD,2017-01-18,2017-01-18,ICP8932,Credit,300,Outright
TSLA.OQ,SD,2017-09-14,2017-09-14,ICP9886,Debit,700,Outright
DIS.L,TD,2017-09-24,2017-09-27,ICP9737,Debit,1000,Outright
IBM.L,SD,2017-03-05,2017-03-05,ICP6619,Debit,1700,Outright
IBM.OQ,SD,2017-06-15,2017-06-15,ICP7402,Credit,1900,Outright
APPL.L,SD,2017-01-28,2017-01-28,ICP7701,Debit,700,Outright
FB.L,TD,2017-11-02,2017-11-05,ICP1926,Debit,600,Outright
F.L,SD,2016-03-15,2016-03-15,ICP4169,Debit,500,Outright
IBM.OQ,TD,2016-01-10,2016-01-13,ICP7693,Credit,1300,Outright
IBM.OQ,SD,2016-11-26,2016-11-26,ICP9468,Credit,100,Outright
TSLA.N,SD,2016-06-13,2016-06-13,ICP5271,Debit,400,Outright
TSLA.N,SD,2016-11-05,2016-11-05,ICP8098,Credit,100,Outright
TSLA.N,TD,2016-10-27,2016-10-30,ICP2828,Debit,1800,Outright
F.L,TD,2017-03-18,2017-03-21,ICP0999,Credit,2000,Outright
F.N,TD,2016-11-14,2016-11-17,ICP7850,Debit,1200,Outright
DIS.N,TD,2016-12-14,2016-12-17,ICP9051,Debit,1700,Outright
TSLA.OQ,TD,2016-01-07,2016-01-10,ICP7843,Credit,1500,Outright
IBM.N,SD,2016-08-15,2016-08-15,ICP3033,Debit,1000,Outright
TSLA.N,TD,2017-11-08,2017-11-11,ICP6680,Debit,500,Outright
GOOGL.N,TD,2016-08-02,2016-08-05,ICP5884,Debit,600,Outright
TSLA.L,SD,2016-04-01,2016-04-01,ICP3046,Debit,1900,Outright
APPL.N,TD,2016-06-03,2016-06-06,ICP4028,Debit,700,Outright
FB.OQ,TD,2017-07-27,2017-07-30,ICP0493,Credit,1600,Outright
IBM.OQ,SD,2016-01-04,2016-01-04,ICP0176,Credit,1400,Outright
TSLA.L,SD,2017-11-17,2017-11-17,ICP6429,Debit,1200,Outright
IBM.N,TD,2017-02-21,2017-02-24,ICP3539,Credit,1100,Outright
F.OQ,SD,2017-07-06,2017-07-06,ICP7027,Debit,600,Outright
TSLA.OQ,TD,2016-12-25,2016-12-28,ICP3223,Credit,1000,Outright
AMZN.L,TD,2016-10-19,2016-10-22,ICP7901,Debit,1700,Outright
GOOGL.L,TD,2016-05-22,2016-05-25,ICP3143,Debit,1200,Outright
FB.OQ,SD,2017-11-24,2017-11-24,ICP3198,Credit,300,Outright
FB.OQ,TD,2016-12-14,2016-12-17,ICP0449,Debit,300,Outright
GOOGL.N,TD,2016-05-08,2016-05-11,ICP6860,Credit,500,Outright
TSLA.L,SD,2016-06-16,2016-06-16,ICP5922,Credit,600,Outright
AMZN.OQ,TD,2017-08-04,2017-08-07,ICP7338,Credit,300,Outright
IBM.N,TD,2017-11-28,2017-12-01,ICP9535,Debit,1800,Outright
AMZN.N,TD,2017-04-13,2017-04-16,ICP1124,Credit,600,Outright
TSLA.L,TD,2017-04-27,2017-04-30,ICP9413,Credit,2000,Outright
FB.L,SD,2017-03-23,2017-03-23,ICP1429,Debit,1200,Outright
FB.N,TD,2017-12-12,2017-12-15,ICP7942,Credit,1200,Outright
F.OQ,SD,2017-05-02,2017-05-02,ICP4329,Debit,1800,Outright
APPL.N,TD,2016-07-27,2016-07-30,ICP8219,Debit,900,Outright
FB.L,SD,2017-02-14,2017-02-14,ICP8671,Debit,1700,Outright
GOOGL.OQ,SD,2017-02-10,2017-02-10,ICP6360,Debit,1700,Outright
AMZN.L,SD,2017-05-06,2017-05-06,ICP3286,Credit,1800,Outright
GOOGL.N,TD,2017-05-11,2017-05-14,ICP2703,Debit,1800,Outright
AMZN.N,SD,2016-04-15,2016-04-15,ICP4956,Credit,1100,Outright
F.OQ,TD,2017-04-04,2017-04-07,ICP7703,Credit,700,Outright
AMZN.L,SD,2017-04-19,2017-04-19,ICP5016,Debit,1500,Outright
AMZN.L,TD,2016-09-26,2016-09-29,ICP0026,Debit,1300,Outright
FB.N,TD,2016-04-12,2016-04-15,ICP6416,Debit,700,Outright
GOOGL.L,TD,2017-10-05,2017-10-08,ICP8668,Debit,500,Outright
F.OQ,SD,2017-08-25,2017-08-25,ICP2158,Credit,1800,Outright
TSLA.OQ,TD,2016-01-22,2016-01-25,ICP6053,Credit,200,Outright
IBM.L,TD,2016-04-12,2016-04-15,ICP7007,Debit,1900,Outright
DIS.L,TD,2017-12-02,2017-12-05,ICP8601,Credit,1600,Outright
AMZN.N,SD,2017-06-28,2017-06-28,ICP8031,Credit,600,Outright
F.OQ,SD,2017-06-11,2017-06-11,ICP2319,Debit,2000,Outright
F.L,TD,2016-06-09,2016-06-12,ICP3758,Debit,1000,Outright
APPL.N,TD,2016-07-21,2016-07-24,ICP4899,Credit,700,Outright
FB.N,TD,2016-02-03,2016-02-06,ICP3580,Debit,500,Outright
IBM.L,SD,2017-01-27,2017-01-27,ICP7107,Credit,1300,Outright
F.N,SD,2016-12-17,2016-12-17,ICP1234,Credit,700,Outright
TSLA.L,SD,2016-11-21,2016-11-21,ICP7728,Credit,800,Outright
GOOGL.OQ,SD,2017-01-08,2017-01-08,ICP8074,Credit,1300,Outright
FB.L,SD,2016-11-21,2016-11-21,ICP4472,Credit,1800,Outright
APPL.N,SD,2016-08-20,2016-08-20,ICP7083,Debit,1800,Outright
DIS.OQ,SD,2016-02-14,2016-02-14,ICP2172,Credit,1400,Outright
DIS.OQ,TD,2016-11-12,2016-11-15,ICP7056,Credit,2000,Outright
F.OQ,SD,2017-01-25,2017-01-25,ICP2264,Credit,700,Outright
DIS.N,SD,2016-05-20,2016-05-20,ICP6411,Debit,1600,Outright
AMZN.N,SD,2016-01-19,2016-01-19,ICP7264,Debit,700,Outright
F.N,SD,2017-08-23,2017-08-23,ICP1297,Debit,100,Outright
FB.N,SD,2017-08-28,2017-08-28,ICP0904,Debit,1700,Outright
DIS.L,SD,2016-09-26,2016-09-26,ICP5329,Debit,1600,Outright
IBM.N,TD,2016-08-09,2016-08-12,ICP7086,Debit,700,Outright
